省份,城市,区域,院校名称,建校时间,隶属于,985工程,211工程,双一流,强基,国家重点学科,硕士点,博士点,重点实验室,占地面积(亩),院校类型,办学类型,办学性质,电子邮箱,地址,官方网址,官方电话,简介
辽宁,锦州市,,渤海大学,1950,辽宁省,,,,,0,18,0,0,2250,综合类,普通本科,公办,bhdxzsb@yahoo.com.cn,辽宁省锦州高新技术产业开发区科技路19号,http://www.bhu.edu.cn/,"0416-3400131,0416-3400132",渤海大学建于1950年2月，是辽宁省政府主办的综合性大学，位于渤海之滨的历史文化名城辽宁省锦州市。学校占地2250余亩，总建筑面积60万平方米。设有17个二级学院，46个本科招生专业，拥有18个一级学科硕士学位授权点和7个专业硕士学位授权点，涵盖经、法、教、文、史、哲、理、工、农、管、艺等学科门类，现有全日制硕士研究生、本科在校生21900余人。学校有专任教师120
辽宁,锦州市,古塔区,辽宁工业大学,1951,辽宁省,,,,,0,10,0,0,1000,理工类,普通本科,公办,lngydxzs@lnut.edu.cn,辽宁省锦州市古塔区士英街169号,https://www.lnut.edu.cn/,"0416-4198703,0416-4198701",辽宁工业大学始建于1951年，坐落于依山傍海、交通发达的辽宁西部中心城市--锦州。校园占地面积1000余亩，建筑面积44万余平方米，各类在校学生18000余人，是一所以工为主，理、工、经、管、文、法、艺术协调发展的省属全日制多科性大学。2013年5月，学校入选国家“中西部高校基础能力建设工程”重点建设高校。学校现有21个教学院、部、中心，10个一级学科硕士学位授权点
辽宁,沈阳市,浑南区,沈阳建筑大学,1948,辽宁省,,,,,0,16,5,1,1500,理工类,普通本科,公办,zsb@sjzu.edu.cn,沈阳市浑南区浑南东路9号,http://www.sjzu.edu.cn/,024-24693969,沈阳建筑大学地处国家区域性中心城市——沈阳，位于风光壮美的浑河南岸。学校是一所以建筑、土木等学科为特色和优势，以工为主，工、管、理、文、农、艺术等多学科门类协调发展的省部共建高等学校。原隶属于国家建设部，2000年在国家办学管理体制调整中划归辽宁省管理，2010年成为国家住房和城乡建设部与辽宁省人民政府共建高校。学校诞生在解放战争时期，是一所
辽宁,大连市,甘井子区,大连工业大学,1958,辽宁省,,,,,0,14,3,2,0,理工类,普通本科,公办,zsbgs@dlpu.edu.cn,辽宁省大连市甘井子区轻工苑1号,http://www.dlpu.edu.cn/,"0411-86323661,0411-86323693",大连工业大学创建于1958年，是我国最早建立的4所轻工业院校之一，原隶属轻工业部，1998年转制为中央与地方共建、辽宁省管理为主的体制。2007年3月经教育部批准，学校由大连轻工业学院更名为大连工业大学。半个多世纪来，学校逐渐发展成为以工为主，工、理、艺、文、管、经六大学科门类协调发展，以培养食品、轻工、纺织、艺术等专业人才为办学特色的高等学府。学校
辽宁,沈阳市,沈北新区,中国医科大学,1931,辽宁省,,,,,5,0,7,3,1949,医药类,普通本科,公办,bkzsb@cmu.edu.cn,辽宁省沈阳市沈北新区蒲河路77号,http://www.cmu.edu.cn/,024-31939069,中国医科大学是中国共产党最早创建的医学院校，是唯一以学校名义走完红军两万五千里长征全程并在长征中继续办学的院校，是我国最早进行西医学学院式教育的医学高校之一。其前身为1931年11月创建于江西瑞金的中国工农红军军医学校。1932年学校更名为中国工农红军卫生学校。1940年9月在延安，经毛泽东同志提议，中共中央批准，学校更名为中国医科大学。1948年11月，在
辽宁,沈阳市,苏家屯区,沈阳体育学院,1954,辽宁省,,,,,0,1,0,0,1688,体育类,普通本科,公办,424224@163.com,沈阳市苏家屯区金钱松东路36号,http://www.syty.edu.cn/,"024-89166657,024-89166657",校名：沈阳体育学院曾用名：东北体育学院英文名称：SHENYANGSPORTUNIVERSITY建院时间：1954年学院隶属：实行国家体育总局与辽宁省人民政府共建，以省人民政府管理为主。校址：沈阳市苏家屯区金钱松东路36号邮政编码：110102学院网址：www.syty.edu.cn地理位置：地处中国东北部的辽宁省省会城市沈阳，学院占地总面积112万平方米，主校园位于横穿市区的浑河南岸，占地约62.1万平方
四川,成都市,成华区,成都理工大学,1956,四川省,,,是,,3,22,7,2,2887,理工类,普通本科,公办,zs@cdut.edu.cn,四川省成都市成华区二仙桥东三路1号,http://www.cdut.edu.cn/,028-84078927,成都理工大学创办于1956年3月15日，由国务院批准建立，3月27日，高等教育部和地质部联合发文，以重庆大学地质系、西北大学和南京大学地质系的工科部分为基础，同时抽调北京地质学院、东北地质学院部分干部教师组建成都地质勘探学院，建校当年即开始招收本科生。学校组建后，原北京地质学院石油系、二系部分、三系整体，先后成建制迁入。成都地质勘探学院1958年更名
四川,成都市,,西南民族大学,1951,国家民委,,,,,0,24,3,0,3000,民族类,普通本科,公办,xnmdzb@swun.edu.cn,四川省成都市一环路南四段16号,http://www.swun.edu.cn/,"028-85522012,028-85522089",砥砺奋进，岁月流金。染青城峨眉之灵秀，汲工部武侯之神韵。西南民族大学坐落于天府之国，位于芙蓉之都的锦绣成都，是民族高等教育镶嵌在祖国大西南的一颗明珠。学校为一所综合性民族高等学校，起步于国家需要、百业待兴之际，前身为西南民族学院，创建于1950年7月，于1951年6月1日正式成立，2003年4月更名为“西南民族大学”，是在周恩来、邓小平、王维舟等老一辈
辽宁,鞍山市,,辽宁科技大学,1948,辽宁省,,,,,0,14,3,1,2760,理工类,普通本科,公办,a5929096@126.com,辽宁省鞍山市高新区千山中路185—1号,http://www.ustl.edu.cn,0412-5929096,辽宁科技大学是中国共产党领导的第一所冶金工业学校。1948年始建，1949年组建鞍山工业专门学校，1950年改为东北工学院鞍山分院，1958年成立本科层次的鞍山钢铁学院，1998年由冶金工业部划转为辽宁省政府，实行中央和地方共建、以省管为主的体制。经教育部批准，2002年更名为鞍山科技大学，2006年更名为辽宁科技大学。建校70余年来，学校已发展成为以工学为主，理学、文
辽宁,大连市,沙河口区,大连交通大学,1956,辽宁省,,,,,3,13,2,5,1232,理工类,普通本科,公办,xcbu@djtu.edu.cn,辽宁省大连市沙河口区黄河路794号,http://www.djtu.edu.cn/,"0411-84106239,0411-84109197","大连交通大学是东北地区唯一一所以轨道交通为特色的高等学校。1956年，学校应我国铁道机车车辆工业的发展需要而创建,时为大连机车车辆制造学校。1958年升格为大连铁道学院，隶属原铁道部管理。2000年2月，划转为辽宁省政府管理。2004年5月，更名为大连交通大学。在长期的办学历程中，学校始终坚守大学使命，坚持服务区域经济社会、轨道交通行业发展和国家战略需求，"
辽宁,沈阳市,,沈阳化工大学,1952,辽宁省,,,,,0,13,0,0,1500,理工类,普通本科,公办,,沈阳经济技术开发区11号街,http://www.syuct.edu.cn/,"024-89388461,024-89388469",1952年，承载着振兴新中国化学工业的光荣使命，沈阳化工大学应运而生。1960年，为顺应国家工业繁荣发展和新兴学科建设崛起的需要，学校更名为“辽宁科学技术大学”，隶属中国科学院;1962年，为适应国家化学工业的大发展，学校隶属关系变更为化学工业部;1998年，国家高校管理体制调整，学校实行中央与地方共建、以地方管理为主。经过六十余载的建设与发展，沈阳化工
辽宁,沈阳市,,沈阳工业大学,1949,辽宁省,,,,,2,20,5,1,2268,理工类,普通本科,公办,zhaoban_sut@163.com,辽宁省沈阳经济技术开发区沈辽西路111号,https://www.sut.edu.cn/,"024-25494802,024-25496072",沈阳工业大学是一所以工为主的多科性研究应用型大学，始建于1949年，1985年由沈阳机电学院更名为沈阳工业大学，原为国家机械工业部所属院校，1998年起由中央和地方共建，以辽宁省管理为主，在“双一流”建设中被列为辽宁省冲击国内一流大学重点支持高校。学校由位于辽宁省沈阳市的中央校区、兴顺校区、国家大学科技园和位于辽阳市的辽阳分校组成，总占地面积151.19
辽宁,抚顺市,望花区,辽宁石油化工大学,1950,辽宁省,,,,,0,14,0,1,1890,综合类,普通本科,公办,Webmaster@lnpu.edu.cn,辽宁省抚顺市望花区丹东路西段一号,http://www.lnpu.edu.cn,"024-56865000,024-56860886",辽宁石油化工大学是新中国第一所石油工业学校，1950年始建于大连，1953年迁至抚顺，1958年升格为抚顺石油学院，2000年2月由中国石油化工集团公司划转为辽宁省人民政府领导，2002年2月经教育部批准更名为辽宁石油化工大学，2010年3月辽宁省人民政府与中石油、中石化、中海油四方签署共建学校协议。建校68年，学校已发展成为以石油石化为特色，工、理、经、管、文、法、教
辽宁,沈阳市,皇姑区,沈阳师范大学,1951,辽宁省,,,,,0,25,0,0,1845,师范类,普通本科,公办,synuzs@163.com,辽宁省沈阳市皇姑区黄河北大街253号,http://www.synu.edu.cn/,"024-86574436,024-86592067,024-86592982",沈阳师范大学隶属辽宁省人民政府，始建于1951年，前身为东北教育学院。1953年，更名为沈阳师范学院，是当时东北地区创办最早的两所本科师范院校之一。学校1965年更名为辽宁第一师范学院，1978年恢复沈阳师范学院校名。2002年，省政府决定并经教育部批准，沈阳师范学院与辽宁教育学院合并组建沈阳师范大学。学校全面贯彻党的教育方针、教育政策，始终坚持社会主义办学
辽宁,沈阳市,大东区,沈阳大学,1905,辽宁省,,,,,0,8,0,1,791,综合类,普通本科,公办,,辽宁省沈阳市大东区望花南街21号,http://www.syu.edu.cn/,"024-62268563,024-62721597",沈阳大学创办于1980年，历经多所学校合并，目前已发展成为一所以本科教育为主体，同时拥有博士、硕士研究生教育、继续教育和留学生教育的综合性大学。办学历史可追溯到1905年创办的奉天实业学堂和1906年创办的新民公学堂。近年来，根据国家和辽宁省引导地方高校转型发展的指导性意见，学校坚持服务区域经济社会发展、服务区域产业振兴理念，深入推进学校转型发展
新疆,乌鲁木齐市,,新疆农业大学,1952,新疆维吾尔自治区,,,,,2,17,8,2,1500,农林类,普通本科,公办,zsjyc@xjau.edu.cn,新疆乌鲁木齐市农大东路311号新疆农业大学招生就业处,http://www.xjau.edu.cn,"0991-8763007,0991-8750045",新疆农业大学是一所以农业科学为优势和特色，新疆维吾尔自治区重点建设的大学。学校位于乌鲁木齐市美丽的老满城。学校前身为八一农学院，经毛主席和中央军委同意，由王震将军于1952年在中国人民解放军第二步兵学校的基础上创建，隶属于新疆军区，是新中国成立后新疆建立的第一所本科院校。1958年，学院划归新疆维吾尔自治区人民政府，更名为新疆八一农学院。1995
浙江,宁波市,江北区,宁波大学,1986,浙江省,,,是,,0,30,6,3,3037,综合类,普通本科,公办,zsbjw@nbu.edu.cn,浙江省宁波市江北区风华路818号,http://www.nbu.edu.cn/,"0574-87600233,0574-87609301",宁波大学是一所在改革开放中成长起来的新兴地方综合性大学，1986年由世界船王包玉刚先生捐资创立，邓小平同志题写校名。建校之初，由浙江大学、复旦大学、中国科学技术大学、北京大学、原杭州大学五校对口援建，高起点地开始了办学历程。1992年列为全国高校招生第一批录取院校;1995年首批通过原国家教委本科教学工作合格评价;1996年，原宁波大学、宁波师范学院和浙
